query_id,query_text,retriever,rank,chunk_id,text,score,is_relevant
q009,refactoring strategy for functions doing IO and business logic together,sparse,5,cc_knowledge_book.pdf:p191_c1,"160 Chapter 11: Systems I haven’t shown the corresponding LocalHome interface, essentially a factory used to create objects, nor any of the possible Bank ﬁnder (query) methods you might add. Finally, you had to write one or more XML deployment descriptors that specify the object-relational mapping details to a persistence store, the desired transactional behavior, security constraints, and so on. The business logic is tightly coupled to the EJB2 application “container.” Y ou must subclass container types and you must provide many lifecycle methods that are required by the container. Because of this coupling to the heavyweight container, isolated unit testing is difﬁcult. It is necessary to mock out the container, which is hard, or waste a lot of time deploying EJBs and tests to a real server. Reuse outside of the EJB2 architecture is effectively impos- sible, due to the tight coupling. Finally, even object-oriented programming is undermined. One bean cannot inherit from another bean. Notice the logic for adding a new account. It is common in EJB2 beans to deﬁne “data transfer objects” (DTOs) that are essentially “structs” with no behavior. This usually leads to redundant types holding essentially the same data, and it requires boilerplate code to copy data from one object to another. Cross-Cutting Concerns The EJB2 architecture comes close to true separation of concerns in some areas. For example, the desired transactional, security, and some of the persistence behaviors are declared in the deployment descriptors, independently of the source code. Note that concerns like persistence tend to cut across the natural object boundaries of a domain. Y ou want to persist all your objects using generally the same strategy, for exam- ple, using a particular DBMS 6 versus ﬂat ﬁles, following certain naming conventions for tables and columns, using consistent transactional semantics, and so on.",0.051037256,
q010,how to remove tight coupling between components in python applications,sparse,1,Fluent.Python.2nd.Edition.(z-lib.org).pdf:p190_c1,"s.clear() ● Remove all elements of s s.copy() ● ● Shallow copy of s s.discard(e)● Remove element e from s if it is present s.__iter__()● ● Get iterator over s s.__len__()● ● len(s) s.pop() ● Remove and return an element from s, raising KeyError if s is empty s.remove(e)● Remove element e from s, raising Key Error if e not in s This completes our overview of the features of sets. As promised in “Dictionary views”, we’ll now see how two of the dictionary view types behave very much like a frozenset. Set operations on dict views Table 3-5 shows that the view objects returned by the dict methods .keys() and .items() are remarkably similar to frozenset.",0.07406711,
q010,how to remove tight coupling between components in python applications,sparse,2,Fluent.Python.2nd.Edition.(z-lib.org).pdf:p241_c1,"Only the letters “è”, “ç”, and “í” were replaced. Both “έ” and “é” were replaced. The function shave_marks from Example 4-14 works all right, but maybe it goes too far. Often the reason to remove diacritics is to change Latin text to pure ASCII, but shave_marks also changes non-Latin characters—like Greek letters—which will never become ASCII just by losing their accents. So it makes sense to analyze each base character and to remove attached marks only if the base character is a letter from the Latin alphabet. This is what Example 4-16 does. Example 4-16. Function to remove combining marks from Latin characters (import statements are omitted as this is part of the simplify.py module from Example 4-14) def shave_marks_latin(txt): """"""Remove all diacritic marks from Latin base characters"""""" norm_txt = unicodedata.normalize('NFD', txt) latin_base = False preserve = [] for c in norm_txt: if unicodedata.combining(c) and latin_base: continue # ignore diacritic on Latin base char preserve.append(c) # if it isn't a combining char, it's a new base char if not unicodedata.combining(c): latin_base = c in string.ascii_letters shaved = ''.join(preserve) return unicodedata.normalize('NFC', shaved) Decompose all characters into base characters and combining marks. Skip over combining marks when base character is Latin. Otherwise, keep current character. Detect new base character and determine if it’s Latin. Recompose all characters.",0.07153829,
q010,how to remove tight coupling between components in python applications,sparse,3,Fluent.Python.2nd.Edition.(z-lib.org).pdf:p486_c1,"Show float and Decimal with an approximate fractional equivalent. Function singledispatch Because we don’t have Java-style method overloading in Python, we can’t simply create variations of htmlize with different signatures for each data type we want to handle differently. A possible solution in Python would be to turn htmlize into a dispatch function, with a chain of if/elif/… or match/case/… calling specialized functions like htmlize_str, htmlize_int, etc. This is not extensible by users of our module, and is unwieldy: over time, the htmlize dispatcher would become too big, and the coupling between it and the specialized functions would be very tight. The functools.singledispatch decorator allows different modules to contribute to the overall solution, and lets you easily provide a specialized functions even for types that belong to third party packages that you can’t edit. If you decorate a plain function with @singledispatch, it becomes the entry point for a generic function: a group of functions to perform the same operation in different ways, depending on the type of the first argument. This is what is meant by the term single-dispatch. If more arguments were used to select the specific functions, we’d have multiple- dispatch. Example 9-20 shows how. WARNING functools.singledispatch exists since Python 3.4, but it only supports type hints since Python 3.7. The last two functions in Example 9-20 illustrate the syntax that works in all versions of Python since 3.4. Example 9-20. @singledispatch creates a custom @htmlize.register to bundle several functions into a generic function from functools import singledispatch from collections import abc import fractions",0.068052925,
q010,how to remove tight coupling between components in python applications,sparse,4,Fluent.Python.2nd.Edition.(z-lib.org).pdf:p734_c1,"3; Mixins considered harmful, part 1 and part 2; and Things to Know About Python Super, part 1, part 2 and part 3. The oldest posts use the Python 2 super syntax, but are still relevant. I read the first edition of Grady Booch’s Object-Oriented Analysis and Design, 3E (Addison-Wesley, 2007), and highly recommend it as a general primer on object-oriented thinking, independent of programming language. It is a rare book that covers multiple inheritance without prejudice. In 2021, it’s more fashionable than ever to avoid inheritance, so here are two references about how to do that. Brandon Rhodes wrote The Composition Over Inheritance Principle, part of his excellent Python Design Patterns guide on the Web. Augie Fackler and Nathaniel Manista presented The End Of Object Inheritance & The Beginning Of A New Modularity at PyCon 2013—that was before I wrote the first edition, but I only found it in 2019. Fackler and Manista talk about organizing systems around interfaces and functions that handle objects implementing those interfaces, avoiding the tight coupling and failure modes of classes and inheritance. That reminds me a lot of the Go way, but they advocate it for Python.",0.061176486,
q010,how to remove tight coupling between components in python applications,sparse,5,Fluent.Python.2nd.Edition.(z-lib.org).pdf:p582_c1,"def __repr__(self): components = reprlib.repr(self._components) components = components[components.find('['):-1] return f'Vector({components})' def __str__(self): return str(tuple(self)) def __bytes__(self): return (bytes([ord(self.typecode)]) + bytes(self._components)) def __eq__(self, other): return tuple(self) == tuple(other) def __abs__(self): return math.hypot(*self) def __bool__(self): return bool(abs(self)) @classmethod def frombytes(cls, octets): typecode = chr(octets[0]) memv = memoryview(octets[1:]).cast(typecode) return cls(memv) The self._components instance “protected” attribute will hold an array with the Vector components. To allow iteration, we return an iterator over self._components. Use reprlib.repr() to get a limited-length representation of self._components (e.g., array('d', [0.0, 1.0, 2.0, 3.0, 4.0, ...])). Remove the array('d', prefix and the trailing ) before plugging the string into a Vector constructor call. Build a bytes object directly from self._components. 1",0.059906974,
q011,best practices for organizing utility functions in python projects,sparse,1,Fluent.Python.2nd.Edition.(z-lib.org).pdf:p259_c2,"syntax details, codecs, regular expressions, filenames, and best practices for Unicode- aware I/O (i.e., the Unicode sandwich), with plenty of additional reference links from each section. Chapter 4, “Strings”, of Mark Pilgrim’s awesome book Dive into Python 3 also provides a very good intro to Unicode support in Python 3. In the same book, Chapter 15 describes how the Chardet library was ported from Python 2 to Python 3, a valuable case study given that the switch from the old str to the new bytes is the cause of most",0.10664666,
q011,best practices for organizing utility functions in python projects,sparse,2,Fluent.Python.2nd.Edition.(z-lib.org).pdf:p238_c1,">>> eszett, eszett_cf ('ß', 'ss') There are nearly 300 code points for which str.casefold() and str.lower() return different results. As usual with anything related to Unicode, case folding is a hard issue with plenty of linguistic special cases, but the Python core team made an effort to provide a solution that hopefully works for most users. In the next couple of sections, we’ll put our normalization knowledge to use developing utility functions. Utility Functions for Normalized Text Matching As we’ve seen, NFC and NFD are safe to use and allow sensible comparisons between Unicode strings. NFC is the best normalized form for most applications. str.casefold() is the way to go for case-insensitive comparisons. If you work with text in many languages, a pair of functions like nfc_equal and fold_equal in Example 4-13 are useful additions to your toolbox. Example 4-13. normeq.py: normalized Unicode string comparison """""" Utility functions for normalized Unicode string comparison. Using Normal Form C, case sensitive: >>> s1 = 'café' >>> s2 = 'cafe\u0301' >>> s1 == s2 False >>> nfc_equal(s1, s2) True >>> nfc_equal('A', 'a') False Using Normal Form C with case folding: >>> s3 = 'Straße'",0.099735446,
q011,best practices for organizing utility functions in python projects,sparse,3,Fluent.Python.2nd.Edition.(z-lib.org).pdf:p203_c1,"Unique features of binary sequences: bytes, bytearray, and memoryview Encodings for full Unicode and legacy character sets Avoiding and dealing with encoding errors Best practices when handling text files The default encoding trap and standard I/O issues Safe Unicode text comparisons with normalization Utility functions for normalization, case folding, and brute-force diacritic removal Proper sorting of Unicode text with locale and the PyUCA library Character metadata in the Unicode database Dual-mode APIs that handle str and bytes What’s new in this chapter Support for Unicode in Python 3 has been comprehensive and stable, so the most notable addition is is “Finding characters by name”, describing a utility for searching the Unicode database—a great way to find circled digits and smiling cats from the command-line. One minor change worth mentioning is the Unicode support on Windows, which is better and simpler since Python 3.6, as we’ll see in “Beware of Encoding Defaults”. Let’s start with the not-so-new, but fundamental concepts of characters, code points, and bytes.",0.09076341,
q011,best practices for organizing utility functions in python projects,sparse,4,Fluent.Python.2nd.Edition.(z-lib.org).pdf:p259_c1,"leveraging the standard locale module—with some caveats—and an alternative that does not depend on tricky locale configurations: the external PyUCA package. We leveraged the Unicode database to program a command-line utility to search for characters by name–in 28 lines of code, thanks to the power of Python. We glanced at other Unicode metadata, and had a brief overview of dual-mode APIs where some functions can be called with str or bytes arguments, producing different results. Further Reading Ned Batchelder’s 2012 PyCon US talk “Pragmatic Unicode–or–How Do I Stop the Pain?” was outstanding. Ned is so professional that he provides a full transcript of the talk along with the slides and video. “Character encoding and Unicode in Python: How to ( ╯ °□°) ╯ ︵ ┻━┻ with dignity” (slides, video) was the excellent PyCon 2014 talk by Esther Nam and Travis Fischer where I found this chapter’s pithy epigraph: “Humans use text. Computers speak bytes.” Lennart Regebro—one of the technical reviewers for the First Edition-- shares his “Useful Mental Model of Unicode (UMMU)” in the short post “Unconfusing Unicode: What Is Unicode?”. Unicode is a complex standard, so Lennart’s UMMU is a really useful starting point. The official Unicode HOWTO in the Python docs approaches the subject from several different angles, from a good historic intro to syntax details, codecs, regular expressions, filenames, and best practices for Unicode- aware I/O (i.e., the Unicode sandwich), with plenty of additional reference links from each section. Chapter 4, “Strings”, of Mark Pilgrim’s awesome book Dive into Python 3 also provides a very good intro to Unicode support in Python 3.",0.06996868,
q011,best practices for organizing utility functions in python projects,sparse,5,Fluent.Python.2nd.Edition.(z-lib.org).pdf:p498_c1,"Chapter Summary We covered some difficult terrain in this chapter. I tried to make the journey as smooth as possible, but we definitely entered the realm of metaprogramming. We started with a simple @register decorator without an inner function, and finished with a parameterized @clock() involving two levels of nested functions. Registration decorators, though simple in essence, have real applications in Python frameworks. We will apply the registration idea in one implementation of the Strategy design pattern in Chapter 10. Understanding how decorators actually work required covering the difference between import time and runtime, then diving into variable scoping, closures, and the new nonlocal declaration. Mastering closures and nonlocal is valuable not only to build decorators, but also to code event-oriented programs for GUIs or asynchronous I/O with callbacks, and to adopt a functional style when it makes sense. Parameterized decorators almost always involve at least two nested functions, maybe more if you want to use @functools.wraps to produce a decorator that provides better support for more advanced techniques. One such technique is stacked decorators, which we saw in Example 9-18. For more sophisticated decorators, a class-based implementation may be easier to read and maintain. As examples of parametrized decorators in the standard library, we visited the powerful @cache and @singledispatch from the functools module. Further Reading Item #26 of Brett Slatkin’s Effective Python, Second Edition (Addison- Wesley, 2019) covers best practices for function decorators and",0.065651044,
q012,refactor excessive boolean flags in function signatures,sparse,1,Fluent.Python.2nd.Edition.(z-lib.org).pdf:p1109_c1,"environment, I recommend configuring Nginx and toxiproxy with equivalent parameters. By default, each flags2*.py script will fetch the flags of the 20 most populous countries from the LOCAL server (http://localhost:8000/flags) using a default number of concurrent connections, which varies from script to script. Example 21-11 shows a sample run of the flags2_sequential.py script using all defaults. Example 21-11. Running flags2_sequential.py with all defaults: LOCAL site, top-20 flags, 1 concurrent connection $ python3 flags2_sequential.py LOCAL site: http://localhost:8000/flags Searching for 20 flags: from BD to VN 1 concurrent connection will be used. -------------------- 20 flags downloaded. Elapsed time: 0.10s You can select which flags will be downloaded in several ways. Example 21-12 shows how to download all flags with country codes starting with the letters A, B, or C. Example 21-12. Run flags2_threadpool.py to fetch all flags with country codes prefixes A, B, or C from DELAY server $ python3 flags2_threadpool.py -s DELAY a b c DELAY site: http://localhost:8001/flags Searching for 78 flags: from AA to CZ 30 concurrent connections will be used. -------------------- 43 flags downloaded. 35 not found. Elapsed time: 1.72s Regardless of how the country codes are selected, the number of flags to fetch can be limited with the -l/--limit option. Example 21-13 demonstrates how to run exactly 100 requests, combining the -a option to get all flags with -l 100.",0.15138598,
q012,refactor excessive boolean flags in function signatures,sparse,2,Fluent.Python.2nd.Edition.(z-lib.org).pdf:p1082_c2,"MacOS Finder window displays the flags as they are saved. The scripts are downloading images from fluentpython.com, which is behind a CDN, so you may see slower results in the first runs. The results in Example 21-1 were obtained after several runs, so the CDN cache was warm. Example 21-1. Three typical runs of the scripts flags.py, flags_threadpool.py, and flags_asyncio.py $ python3 flags.py BD BR CD CN DE EG ET FR ID IN IR JP MX NG PH PK RU TR US VN 20 flags downloaded in 7.26s $ python3 flags.py BD BR CD CN DE EG ET FR ID IN IR JP MX NG PH PK RU TR US VN 20 flags downloaded in 7.20s $ python3 flags.py BD BR CD CN DE EG ET FR ID IN IR JP MX NG PH PK RU TR US VN 20 flags downloaded in 7.09s $ python3 flags_threadpool.py DE BD CN JP ID EG NG BR RU CD IR MX US PH FR PK VN IN ET TR 20 flags downloaded in 1.37s $ python3 flags_threadpool.py EG BR FR IN BD JP DE RU PK PH CD MX ID US NG TR CN VN ET IR 20 flags downloaded in 1.60s $ python3 flags_threadpool.py BD DE EG CN ID RU IN VN ET MX FR CD NG US JP TR PK BR IR PH 20 flags downloaded in 1.22s $ python3 flags_asyncio.py BD BR IN ID TR DE CN US IR PK PH FR RU NG VN ET MX EG JP CD 20 flags downloaded in 1.36s $ python3 flags_asyncio.py",0.080313034,
q012,refactor excessive boolean flags in function signatures,sparse,3,Fluent.Python.2nd.Edition.(z-lib.org).pdf:p375_c1,"arguments when defining a function, name them after the argument prefixed with *. If you don’t want to support variable positional arguments but still want keyword-only arguments, put a * by itself in the signature, like this: >>> def f(a, *, b): ... return a, b ... >>> f(1, b=2) (1, 2) >>> f(1, 2) Traceback (most recent call last): File ""<stdin>"", line 1, in <module> TypeError: f() takes 1 positional argument but 2 were given Note that keyword-only arguments do not need to have a default value: they can be mandatory, like b in the preceding example. Positional-only parameters Since Python 3.8, user-defined function signatures may specify positional- only parameters. This feature always existed for built-in functions, such as divmod(a, b), which can only be called with positional parameters, and not as divmod(a=10, b=4). To define a function requiring positional-only parameters, use / in the parameter list. This example from What’s New In Python 3.8 shows how to emulate the divmod built-in function: def divmod(a, b, /): return (a // b, a % b) All arguments to the left of the / are positional-only. After the /, you may specify other arguments, which work as usual.",0.07503696,
q012,refactor excessive boolean flags in function signatures,sparse,4,Fluent.Python.2nd.Edition.(z-lib.org).pdf:p440_c1,"perform console experiments to find out that sorted only requires that the elements support <. Now we can make duck typing explicit for static type checkers. That’s why it makes sense to say that typing.Protocol gives us static duck typing. There’s more to see about typing.Protocol. We’ll come back to it in Part IV, where Chapter 13 contrasts structural typing, duck typing, and ABCs—another approach to formalizing protocols. In addition, “Overloaded signatures” (Chapter 15) explains how to declare overloaded function signatures with @typing.overload, and includes an extensive example using typing.Protocol and a bounded TypeVar. NOTE typing.Protocol makes it possible to annotate the double function presented in “Types are defined by supported operations” without losing functionality. The key is to define a protocol class with the __mul__ method. I invite you to do that as an exercise. The solution appears in “The typed double function” (Chapter 13). Callable To annotate callback parameters or function objects returned by higher- order functions, the typing module provides the Callable type, which is parameterized like this: Callable[[ParamType1, ParamType2], ReturnType] The parameter list—[ParamType1, ParamType2]—can have 0 or more types. Here is an example in context: def repl(input_fn: Callable[[Any], str] = input) -> None: The repl function is part of a simple interactive interpreter. 17 18",0.07256208,
q012,refactor excessive boolean flags in function signatures,sparse,5,cc_knowledge_book.pdf:p243_c2,"ruin a program is to make massive changes to its structure in the name of improvement. Some programs never recover from such “improvements.” The problem is that it’s very hard to get the program working the same way it worked before the “improvement.” public boolean getBoolean(char arg) { return falseIfNull(booleanArgs.get(arg)); } private boolean falseIfNull(Boolean b) { return b == null ? false : b; } public String getString(char arg) { return blankIfNull(stringArgs.get(arg)); } private String blankIfNull(String s) { return s == null ? """" : s; } public boolean has(char arg) { return argsFound.contains(arg); } public boolean isValid() { return valid; } } Listing 14-10 (continued) Args.java (Boolean and String)",0.066928655,
q013,replace long switch or if chains with polymorphism patterns,sparse,1,cc_knowledge_book.pdf:p68_c2,"they do “one thing.” Making the code read like a top-down set of TO paragraphs is an effective technique for keeping the abstraction level consistent. Take a look at Listing 3-7 at the end of this chapter. It shows the whole testableHtml function refactored according to the principles described here. Notice how each function introduces the next, and each function remains at a consistent level of abstraction. Switch Statements It’ s hard to make a small switch statement.6 Even a switch statement with only two cases is larger than I’ d like a single block or function to be. It’ s also hard to make a switch state- ment that does one thing. By their nature, switch statements always do N things. Unfortu- nately we can’t always avoid switch statements, but we can make sure that each switch statement is buried in a low-level class and is never repeated. We do this, of course, with polymorphism. 5. [KP78], p. 37. 6. And, of course, I include if/else chains in this.",0.1843702,
q013,replace long switch or if chains with polymorphism patterns,sparse,2,cc_knowledge_book.pdf:p330_c1,"299General This code has a logical dependency that has not been physicalized. Can you spot it? It is the constant PAGE_SIZE. Why should the HourlyReporter know the size of the page? Page size should be the responsibility of the HourlyReportFormatter. The fact that P AGE_SIZE is declared in HourlyReporter represents a misplaced responsibility [G17] that causes HourlyReporter to assume that it knows what the page size ought to be. Such an assumption is a logical dependency. HourlyReporter depends on the fact that HourlyReportFormatter can deal with page sizes of 55. If some implementation of HourlyReportFormatter could not deal with such sizes, then there would be an error. We can physicalize this dependency by creating a new method in HourlyReport- Formatter named getMaxPageSize(). HourlyReporter will then call that function rather than using the PAGE_SIZE constant. G23: Prefer Polymorphism to If/Else or Switch/Case This might seem a strange suggestion given the topic of Chapter 6. After all, in that chapter I make the point that switch statements are probably appropriate in the parts of the system where adding new functions is more likely than adding new types. First, most people use switch statements because it’ s the obvious brute force solution, not because it’ s the right solution for the situation. So this heuristic is here to remind us to consider polymorphism before using a switch. Second, the cases where functions are more volatile than types are relatively rare. So every switch statement should be suspect. I use the following “O NE SWITCH” rule: There may be no more than one switch state- ment for a given type of selection. The cases in that switch statement must create polymor- phic objects that take the place of other such switch statements in the rest of the system. G24:",0.11833294,
q013,replace long switch or if chains with polymorphism patterns,sparse,3,Fluent.Python.2nd.Edition.(z-lib.org).pdf:p505_c1,"Chapter 10. Design Patterns with First-Class Functions A NOTE FOR EARLY RELEASE READERS With Early Release ebooks, you get books in their earliest form—the author’s raw and unedited content as they write—so you can take advantage of these technologies long before the official release of these titles. This will be the 10th chapter of the final book. Please note that the GitHub repo will be made active later on. If you have comments about how we might improve the content and/or examples in this book, or if you notice missing material within this chapter, please reach out to the author at fluentpython2e@ramalho.org. Conformity to patterns is not a measure of goodness. —Ralph Johnson, Coauthor of the Design Patterns classic In software engineering, a design pattern is a general recipe for solving a common design problem. You don’t need to know design patterns to follow this chapter. I will explain the patterns used in the examples. The use of design patterns in programming was popularized by the landmark book Design Patterns: Elements of Reusable Object-Oriented Software (Addison-Wesley, 1995) by Erich Gamma, Richard Helm, Ralph Johnson & John Vlissides—a.k.a. “the Gang of Four.” The book is a catalog of 23 patterns consisting of arrangements of classes exemplified with code in C++, but assumed to be useful in other Object-Oriented languages as well. 1",0.09392382,
q013,replace long switch or if chains with polymorphism patterns,sparse,4,Fluent.Python.2nd.Edition.(z-lib.org).pdf:p506_c1,"Although design patterns are language-independent, that does not mean every pattern applies to every language. For example, Chapter 17 will show that it doesn’t make sense to emulate the recipe of the Iterator pattern in Python, because the pattern is embedded in the language and ready to use in in the form of generators—which don’t need classes to work, and require less code than the classic recipe. The authors of Design Patterns acknowledge in their Introduction that the implementation language determines which patterns are relevant: The choice of programming language is important because it influences one’s point of view. Our patterns assume Smalltalk/C++-level language features, and that choice determines what can and cannot be implemented easily. If we assumed procedural languages, we might have included design patterns called “Inheritance,” “Encapsulation,” and “Polymorphism.” Similarly, some of our patterns are supported directly by the less common object-oriented languages. CLOS has multi-methods, for example, which lessen the need for a pattern such as Visitor. In his 1996 presentation, “Design Patterns in Dynamic Languages”, Peter Norvig states that 16 out of the 23 patterns in the original Design Patterns book become either “invisible or simpler” in a dynamic language (slide 9). He was talking about the Lisp and Dylan languages, but many of the relevant dynamic features are also present in Python. In particular, in the context of languages with first-class functions, Norvig suggests rethinking the classic patterns known as Strategy, Command, Template Method, and Visitor. The goal of this chapter is to show how—in some cases—functions can do the same work as classes, with code that is shorter and easier to read. We will refactor an implementation of Strategy using functions as objects, removing a lot of boilerplate code. We’ll also discuss a similar approach to simplifying the Command pattern.",0.08371792,
q013,replace long switch or if chains with polymorphism patterns,sparse,5,Fluent.Python.2nd.Edition.(z-lib.org).pdf:p530_c1,"SOAPBOX Python has first-class functions and first-class types, features that Norvig claims affect 10 of the 23 patterns (slide 10 of Design Patterns in Dynamic Languages). In the Chapter 9, we saw that Python also has generic functions (“Single Dispatch Generic Functions”), a limited form of the CLOS multimethods that Gamma et al. suggest as a simpler way to implement the classic Visitor pattern. Norvig, on the other hand, says that multimethods simplify the Builder pattern (slide 10). Matching design patterns to language features is not an exact science. In classrooms around the world, design patterns are frequently taught using Java examples. I’ve heard more than one student claim that they were led to believe that the original design patterns are useful in any implementation language. It turns out that the “classic” 23 patterns from the Gamma et al. book apply to “classic” Java very well in spite of being originally presented mostly in the context of C++—a few have Smalltalk examples in the book. But that does not mean every one of those patterns applies equally well in any language. The authors are explicit right at the beginning of their book that “some of our patterns are supported directly by the less common object-oriented languages” (recall full quote on first page of this chapter). The Python bibliography about design patterns is very thin, compared to that of Java, C++, or Ruby. In “Further Reading” I mentioned Learning Python Design Patterns by Gennadiy Zlobin, which was published as recently as November 2013. In contrast, Russ Olsen’s Design Patterns in Ruby was published in 2007 and has 384 pages— 284 more than Zlobin’s work. Now that Python is becoming increasingly popular in academia, let’s hope more will be written about design patterns in the context of this language.",0.073673286,
q014,identify and eliminate dead code in python codebases,sparse,1,cc_knowledge_book.pdf:p323_c1,"292 Chapter 17: Smells and Heuristics Good software developers learn to limit what they expose at the interfaces of their classes and modules. The fewer methods a class has, the better. The fewer variables a func- tion knows about, the better. The fewer instance variables a class has, the better. Hide your data. Hide your utility functions. Hide your constants and your temporaries. Don’t create classes with lots of methods or lots of instance variables. Don’t create lots of protected variables and functions for your subclasses. Concentrate on keeping interfaces very tight and very small. Help keep coupling low by limiting information. G9: Dead Code Dead code is code that isn’t executed. Y ou ﬁnd it in the body of an if statement that checks for a condition that can’t happen. Y ou ﬁnd it in the catch block of a try that never throws. Y ou ﬁnd it in little utility methods that are never called or switch/case conditions that never occur. The problem with dead code is that after awhile it starts to smell. The older it is, the stronger and sourer the odor becomes. This is because dead code is not completely updated when designs change. It still compiles, but it does not follow newer conventions or rules. It was written at a time when the system was different. When you ﬁnd dead code, do the right thing. Give it a decent burial. Delete it from the system. G10: V ertical Separation Variables and function should be deﬁned close to where they are used. Local variables should be declared just above their ﬁrst usage and should have a small vertical scope. We don’t want local variables declared hundreds of lines distant from their usages. Private functions should be deﬁned just below their ﬁrst usage.",0.1647706,
q014,identify and eliminate dead code in python codebases,sparse,2,Fluent.Python.2nd.Edition.(z-lib.org).pdf:p695_c2,"valuable enough to attract investment and adoption by companies with very large Python codebases, like Dropbox, Google, and Facebook—as well as support from professional IDEs like PyCharm, Wing, and VS Code. PEP 526—Syntax for Variable Annotations was the first evolutionary step that required changes to the interpreter, in Python 3.6. Further changes to the interpreter were made in Python 3.7 to support PEP 563 —Postponed Evaluation of Annotations and PEP 560—Core support for typing module and generic types—which in turn allowed built-in and standard library collections to accept generic type hints out of the",0.08703746,
q014,identify and eliminate dead code in python codebases,sparse,3,Fluent.Python.2nd.Edition.(z-lib.org).pdf:p389_c1,"Chapter 8. Type Hints in Functions A NOTE FOR EARLY RELEASE READERS With Early Release ebooks, you get books in their earliest form—the author’s raw and unedited content as they write—so you can take advantage of these technologies long before the official release of these titles. This will be the 8th chapter of the final book. Please note that the GitHub repo will be made active later on. If you have comments about how we might improve the content and/or examples in this book, or if you notice missing material within this chapter, please reach out to the author at fluentpython2e@ramalho.org. It should also be emphasized that Python will remain a dynamically typed language, and the authors have no desire to ever make type hints mandatory, even by convention. —Guido van Rossum, Jukka Lehtosalo, and Łukasz Langa, PEP 484—Type Hints Type hints are the biggest change in the history of Python since the unification of types and classes in Python 2.2, released in 2001. However, type hints do not benefit all Python users equally. That’s why they should always be optional. PEP 484—Type Hints introduced syntax and semantics for explicit type declarations in function arguments, return values, and variables. The goal is to help developer tools find bugs in Python codebases via static analysis, i.e. without actually running the code through tests. 1",0.065852165,
q014,identify and eliminate dead code in python codebases,sparse,4,cc_knowledge_book.pdf:p15_c1,"xiv Contents Chapter 15: JUnit Internals..........................................................251 The JUnit Framework.......................................................................252 Conclusion..........................................................................................265 Chapter 16: Refactoring SerialDate.........................................267 First, Make It Work...........................................................................268 Then Make It Right...........................................................................270 Conclusion..........................................................................................284 Bibliography.......................................................................................284 Chapter 17: Smells and Heuristics .............................................285 Comments ..........................................................................................286 C1: Inappropriate Information.......................................................286 C2: Obsolete Comment...................................................................286 C3: Redundant Comment ...............................................................286 C4: Poorly Written Comment..........................................................287 C5: Commented-Out Code .............................................................287 Environment......................................................................................287 E1: Build Requires More Than One Step........................................287 E2: Tests Require More Than One Step..........................................287 Functions............................................................................................288 F1: Too Many Arguments................................................................288 F2: Output Arguments ....................................................................288 F3: Flag Arguments........................................................................288 F4: Dead Function .........................................................................288 General...............................................................................................288 G1: Multiple Languages in One Source File..................................288 G2: Obvious Behavior Is Unimplemented......................................288 G3: Incorrect Behavior at the Boundaries.....................................289 G4: Overridden Safeties.................................................................289 G5: Duplication..............................................................................289 G6: Code at Wrong Level of Abstraction........................................290 G7: Base Classes Depending on Their Derivatives .......................291 G8: Too Much Information.............................................................291 G9: Dead Code...............................................................................292 G10: V ertical Separation................................................................292 G11: Inconsistency .........................................................................292 G12: Clutter....................................................................................293",0.059742864,
q014,identify and eliminate dead code in python codebases,sparse,5,Fluent.Python.2nd.Edition.(z-lib.org).pdf:p695_c1,"SOAPBOX The MVP Journey of Python Static Typing I work for Thoughtworks, a worldwide leader in agile software development. At Thoughtworks, we often recommend that our clients should aim to create and deploy MVPs: minimal viable products— “a simple version of a product that is given to users in order to validate the key business assumptions” as defined by my colleague Paulo Caroli in Lean Inception, a post in Martin Fowler’s collective blog. Guido van Rossum and the other core developers who designed and implemented static typing have followed an MVP strategy since 2006. First, PEP 3107—Function Annotations was implemented in Python 3.0 with very limited semantics: just syntax to attach annotations to function arguments and returns. This was done explicitly to allow for experimentation and collect feedback—key benefits of an MVP. Eight years later, PEP 484—Type Hints was proposed and approved. Its implementation in Python 3.5 required no changes in the language or standard library—except the addition of the typing module, on which no other part of the standard library depended. PEP 484 supported only nominal types with generics—similar to Java—but with the actual static checking done by external tools. Important features—like variable annotations, generic built-in types, and static protocols—were missing. Despite those limitations, this typing MVP was valuable enough to attract investment and adoption by companies with very large Python codebases, like Dropbox, Google, and Facebook—as well as support from professional IDEs like PyCharm, Wing, and VS Code. PEP 526—Syntax for Variable Annotations was the first evolutionary step that required changes to the interpreter, in Python 3.6.",0.059365988,
